DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,AIRPORT_NAME,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,
15323,1532302,35323,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities","Bristol/Johnson City/Kingsport, TN",TN,47,Tennessee,54,
15356,1535602,35356,TTN,"Trenton, NJ: Trenton Mercer","Trenton, NJ",NJ,34,New Jersey,21,
15370,1537002,34653,TUL,"Tulsa, OK: Tulsa International","Tulsa, OK",OK,40,Oklahoma,73,
15376,1537602,30436,TUS,"Tucson, AZ: Tucson International","Tucson, AZ",AZ,04,Arizona,81,
15380,1538003,35380,TVC,"Traverse City, MI: Cherry Capital","Traverse City, MI",MI,26,Michigan,43,
15389,1538902,35389,TWF,"Twin Falls, ID: Joslin Field - Magic Valley Regional","Twin Falls, ID",ID,16,Idaho,83,
15411,1541103,35411,TYR,"Tyler, TX: Tyler Pounds Regional","Tyler, TX",TX,48,Texas,74,
15412,1541203,35412,TYS,"Knoxville, TN: McGhee Tyson","Knoxville, TN",TN,47,Tennessee,54,
15497,1549703,35497,UST,"St. Augustine, FL: Northeast Florida Regional","St. Augustine, FL",FL,12,Florida,33,
15607,1560702,35550,VLD,"Valdosta, GA: Valdosta Regional","Valdosta, GA",GA,13,Georgia,34,
15624,1562402,31504,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach","Valparaiso, FL",FL,12,Florida,33,
15841,1584102,35841,WRG,"Wrangell, AK: Wrangell Airport","Wrangell, AK",AK,02,Alaska,1,
15919,1591902,31834,XNA,"Fayetteville, AR: Northwest Arkansas Regional","Fayetteville, AR",AR,05,Arkansas,71,
15991,1599102,35991,YAK,"Yakutat, AK: Yakutat Airport","Yakutat, AK",AK,02,Alaska,1,
16218,1621801,33785,YUM,"Yuma, AZ: Yuma MCAS/Yuma International","Yuma, AZ",AZ,04,Arizona,81,
10154,1015403,30154,ACK,"Nantucket, MA: Nantucket Memorial","Nantucket, MA",MA,25,Massachusetts,13,
10245,1024502,30245,AKN,"King Salmon, AK: King Salmon Airport","King Salmon, AK",AK,02,Alaska,1,
10581,1058102,30581,BGR,"Bangor, ME: Bangor International","Bangor, ME",ME,23,Maine,12,
10747,1074703,30747,BRO,"Brownsville, TX: Brownsville South Padre Island International","Brownsville, TX",TX,48,Texas,74,
11066,1106604,31066,CMH,"Columbus, OH: John Glenn Columbus International","Columbus, OH",OH,39,Ohio,44,
11336,1133602,31336,DLG,"Dillingham, AK: Dillingham Airport","Dillingham, AK",AK,02,Alaska,1,
11980,1198002,31980,GRI,"Grand Island, NE: Central Nebraska Regional","Grand Island, NE",NE,31,Nebraska,65,
11997,1199702,31997,GST,"Gustavus, AK: Gustavus Airport","Gustavus, AK",AK,02,Alaska,1,
12003,1200303,31895,GTF,"Great Falls, MT: Great Falls International","Great Falls, MT",MT,30,Montana,84,
12173,1217303,32134,HNL,"Honolulu, HI: Daniel K Inouye International","Honolulu, HI",HI,15,Hawaii,2,
12250,1225002,32250,HYA,"Hyannis, MA: Barnstable Municipal-Boardman/Polando Field","Hyannis, MA",MA,25,Massachusetts,13,
12511,1251102,32511,JLN,"Joplin, MO: Joplin Regional","Joplin, MO",MO,29,Missouri,64,
12892,1289206,32575,LAX,"Los Angeles, CA: Los Angeles International","Los Angeles, CA",CA,06,California,91,
12954,1295404,32575,LGB,"Long Beach, CA: Long Beach Airport","Long Beach, CA",CA,06,California,91,
13541,1354102,33541,MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport","Martha's Vineyard, MA",MA,25,Massachusetts,13,
13796,1379605,32457,OAK,"Oakland, CA: Metropolitan Oakland International","Oakland, CA",CA,06,California,91,
14100,1410003,34100,PHL,"Philadelphia, PA: Philadelphia International","Philadelphia, PA",PA,42,Pennsylvania,23,
14307,1430703,30721,PVD,"Providence, RI: Theodore Francis Green State","Providence, RI",RI,44,Rhode Island,15,
14588,1458802,34588,ROW,"Roswell, NM: Roswell International Air Center","Roswell, NM",NM,35,New Mexico,86,
14711,1471103,34711,SCE,"State College, PA: University Park","State College, PA",PA,42,Pennsylvania,23,
14842,1484202,34842,SJT,"San Angelo, TX: San Angelo Regional/Mathis Field","San Angelo, TX",TX,48,Texas,74,
15016,1501604,31123,STL,"St. Louis, MO: St Louis Lambert International","St. Louis, MO",MO,29,Missouri,64,
15323,1532303,35323,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities","Bristol/Johnson City/Kingsport, TN",TN,47,Tennessee,54,
15897,1589702,35897,WYS,"West Yellowstone, MT: Yellowstone","West Yellowstone, MT",MT,30,Montana,84,
10135,1013505,30135,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International","Allentown/Bethlehem/Easton, PA",PA,42,Pennsylvania,23,
10140,1014005,30140,ABQ,"Albuquerque, NM: Albuquerque International Sunport","Albuquerque, NM",NM,35,New Mexico,86,
10141,1014106,30141,ABR,"Aberdeen, SD: Aberdeen Regional","Aberdeen, SD",SD,46,South Dakota,67,
10157,1015706,30157,ACV,"Arcata/Eureka, CA: California Redwood Coast Humboldt County","Arcata/Eureka, CA",CA,06,California,91,
10165,1016506,30165,ADK,"Adak Island, AK: Adak","Adak Island, AK",AK,02,Alaska,1,
10170,1017004,30070,ADQ,"Kodiak, AK: Kodiak Airport","Kodiak, AK",AK,02,Alaska,1,
10299,1029906,30299,ANC,"Anchorage, AK: Ted Stevens Anchorage International","Anchorage, AK",AK,02,Alaska,1,
10372,1037205,30372,ASE,"Aspen, CO: Aspen Pitkin County Sardy Field","Aspen, CO",CO,08,Colorado,82,
10397,1039707,30397,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International","Atlanta, GA",GA,13,Georgia,34,
10408,1040805,30408,ATW,"Appleton, WI: Appleton International","Appleton, WI",WI,55,Wisconsin,45,
10431,1043105,30431,AVL,"Asheville, NC: Asheville Regional","Asheville, NC",NC,37,North Carolina,36,
10434,1043405,30434,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International","Scranton/Wilkes-Barre, PA",PA,42,Pennsylvania,23,
10529,1052906,30529,BDL,"Hartford, CT: Bradley International","Hartford, CT",CT,09,Connecticut,11,
10577,1057705,30577,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field","Binghamton, NY",NY,36,New York,22,
10590,1059006,30590,IFP,"Bullhead City, AZ: Laughlin/Bullhead International","Bullhead City, AZ",AZ,04,Arizona,81,
10620,1062003,30620,BIL,"Billings, MT: Billings Logan International","Billings, MT",MT,30,Montana,84,
10739,1073907,30739,BRD,"Brainerd, MN: Brainerd Lakes Regional","Brainerd, MN",MN,27,Minnesota,63,
10747,1074705,30747,BRO,"Brownsville, TX: Brownsville South Padre Island International","Brownsville, TX",TX,48,Texas,74,
10754,1075405,30107,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial","Barrow, AK",AK,02,Alaska,1,
10781,1078105,30781,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","Baton Rouge, LA",LA,22,Louisiana,72,
10792,1079206,30792,BUF,"Buffalo, NY: Buffalo Niagara International","Buffalo, NY",NY,36,New York,22,
10821,1082106,30852,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall","Baltimore, MD",MD,24,Maryland,35,
10849,1084905,30849,BZN,"Bozeman, MT: Bozeman Yellowstone International","Bozeman, MT",MT,30,Montana,84,
10967,1096702,30967,CGI,"Cape Girardeau, MO: Cape Girardeau Regional","Cape Girardeau, MO",MO,29,Missouri,64,
10990,1099005,30990,CHO,"Charlottesville, VA: Charlottesville Albemarle","Charlottesville, VA",VA,51,Virginia,38,
11027,1102705,31027,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia","Clarksburg/Fairmont, WV",WV,54,West Virginia,39,
11042,1104205,30647,CLE,"Cleveland, OH: Cleveland-Hopkins International","Cleveland, OH",OH,39,Ohio,44,
11066,1106606,31066,CMH,"Columbus, OH: John Glenn Columbus International","Columbus, OH",OH,39,Ohio,44,
11111,1111105,32474,COU,"Columbia, MO: Columbia Regional","Columbia, MO",MO,29,Missouri,64,
11122,1112205,31122,CPR,"Casper, WY: Casper/Natrona County International","Casper, WY",WY,56,Wyoming,88,
11140,1114008,31140,CRP,"Corpus Christi, TX: Corpus Christi International","Corpus Christi, TX",TX,48,Texas,74,
11146,1114606,31146,CRW,"Charleston/Dunbar, WV: Yeager","Charleston/Dunbar, WV",WV,54,West Virginia,39,
